Position	P(x)	G(x)
136	5.57042e-06	10.6188
137	5.1527e-06	10.5808
138	4.09299e-06	10.4905
139	3.93558e-06	10.4584
140	3.34332e-06	10.3418
141	2.02101e-06	9.96908
142	1.69274e-06	9.71912
143	1.70054e-06	9.73146
144	1.50909e-06	9.53256
145	1.56597e-06	9.60618
146	1.97324e-06	9.92061
147	3.44427e-06	10.2402
148	4.13792e-06	10.349
149	4.36187e-06	10.3865
150	4.21295e-06	10.3742
151	4.68297e-06	10.4205
152	4.72632e-06	10.427
153	4.34137e-06	10.3975
154	3.31665e-06	10.3496
155	1.12128e-06	10.5622
156	4.48576e-07	10.6034
157	2.56998e-07	10.5445
158	2.12271e-07	10.5584
159	2.3168e-07	10.6974
160	1.61769e-07	10.6144
161	1.47531e-07	10.6097
162	1.86788e-07	10.8574
163	4.17456e-07	11.1491
164	1.30984e-06	11.0233
165	1.69715e-06	11.0573
166	1.76856e-06	11.076
167	1.56793e-06	11.0885
168	1.01022e-06	11.2109
169	9.18039e-07	11.2169
170	1.15139e-06	11.1942
171	1.14433e-06	11.1826
172	8.87576e-07	11.1674
173	2.50065e-07	11.4967
174	9.18131e-08	11.6371
175	8.54415e-08	11.6436
176	1.88598e-07	11.4781
177	1.76888e-07	11.4656
178	3.52175e-08	11.7277
179	8.35979e-09	11.8854
180	1.35555e-08	11.8814
181	7.18339e-08	11.6572
182	4.55253e-08	11.7857
183	9.37254e-08	11.6737
184	4.98934e-08	11.8002
185	8.84322e-08	11.6977
186	3.37657e-08	11.8881
187	5.91698e-08	11.8111
188	2.37895e-07	11.5255
189	2.63039e-07	11.5426
190	1.54443e-07	11.6721
191	1.91417e-07	11.6478
192	1.05856e-07	11.7677
193	1.47829e-07	11.6957
194	7.67182e-08	11.8048
195	1.15985e-07	11.6977
196	5.20855e-08	11.8031
197	7.80073e-08	11.6777
198	1.38427e-08	11.9127
199	1.12686e-08	11.9055
200	5.16672e-08	11.6586
201	1.73539e-08	11.9019
202	3.45484e-08	11.8514
203	1.77184e-07	11.5854
204	7.60774e-07	11.229
205	9.91091e-07	11.2509
206	9.86751e-07	11.2706
207	7.55136e-07	11.3271
208	8.26014e-07	11.3246
209	6.92866e-07	11.331
210	2.90393e-07	11.5838
211	2.15946e-07	11.6151
212	3.06825e-07	11.5138
213	2.62106e-07	11.4861
214	4.4856e-08	11.7654
215	4.76508e-09	11.9601
216	1.28374e-09	11.9644
217	1.61862e-09	11.9857
218	9.3422e-09	11.8838
219	6.22855e-08	11.6332
220	3.54921e-08	11.7758
221	7.23749e-08	11.6606
222	2.49768e-08	11.8708
223	3.96732e-08	11.7796
224	1.44948e-07	11.4649
225	1.42439e-07	11.4564
226	2.65475e-08	11.746
227	3.5877e-09	11.9514
228	1.28374e-09	11.9644
229	1.28374e-09	11.9644
230	1.33495e-09	11.9705
231	7.63624e-09	11.9376
232	6.72576e-08	11.7187
233	3.48001e-07	11.4059
234	4.2597e-07	11.4307
235	3.50361e-07	11.4809
236	4.76524e-07	11.4408
237	4.36843e-07	11.4406
238	2.11661e-07	11.5932
239	1.9639e-07	11.5625
240	4.00947e-08	11.8463
241	1.86579e-08	11.9028
242	5.00125e-08	11.6473
243	7.53178e-09	11.8781
244	1.61862e-09	11.9857
245	1.28374e-09	11.9644
246	1.28374e-09	11.9644
247	1.28374e-09	11.9644
248	3.5877e-09	11.9514
249	2.60077e-08	11.7403
250	1.34859e-07	11.4376
251	1.35399e-07	11.4399
252	2.97888e-08	11.7637
253	9.72396e-09	11.9402
254	2.97888e-08	11.7637
255	1.3545e-07	11.4401
256	1.3491e-07	11.4378
257	2.60589e-08	11.7411
258	3.63891e-09	11.9539
259	3.69011e-09	11.9562
260	2.94659e-08	11.7614
261	1.66636e-07	11.4848
262	1.76972e-07	11.5049
263	7.37782e-08	11.7432
264	7.66054e-08	11.7476
265	2.06251e-07	11.531
266	2.05089e-07	11.5276
267	7.37432e-08	11.7447
268	6.99235e-08	11.7337
269	1.8942e-07	11.5306
270	1.82318e-07	11.5183
271	3.45979e-07	11.3759
272	9.78795e-07	11.0265
273	1.23811e-06	11.0192
274	1.24748e-06	11.0082
275	1.00935e-06	10.9734
276	4.05382e-07	10.9871
277	2.6095e-07	10.7403
278	2.84779e-07	10.614
279	4.84714e-07	10.523
280	5.19789e-07	10.4171
281	4.00825e-07	10.0366
282	4.43615e-07	9.86505
283	6.49066e-07	9.64734
284	6.92112e-07	9.46672
285	9.22185e-07	9.22762
286	1.58096e-06	8.76775
287	3.43881e-06	8.21265
288	4.27719e-06	8.15095
289	6.69605e-06	7.96856
290	7.78082e-06	7.94933
291	8.15059e-06	7.90808
292	9.52856e-06	7.89364
293	1.00572e-05	7.87381
294	1.00591e-05	7.79456
295	1.07311e-05	7.78693
296	1.2642e-05	7.75579
297	1.34415e-05	7.75291
298	1.36368e-05	7.71933
299	1.45462e-05	7.7178
300	1.48312e-05	7.699
301	1.58122e-05	7.69353
302	1.83223e-05	7.64291
303	1.93573e-05	7.63898
304	2.20795e-05	7.61646
305	2.31782e-05	7.61944
306	2.61716e-05	7.63428
307	2.73719e-05	7.65054
308	2.77112e-05	7.64313
309	2.90839e-05	7.68484
310	2.95326e-05	7.69365
311	3.12197e-05	7.77295
312	3.18436e-05	7.80315
313	3.41296e-05	7.93331
314	4.12871e-05	8.23508
315	6.29549e-05	8.63862
316	7.39128e-05	8.81877
317	0.00010768	9.01381
318	0.000209689	8.97068
319	0.000264205	9.03876
320	0.000293245	9.09841
321	0.000308509	9.14044
322	0.000316135	9.16641
323	0.000319222	9.17929
324	0.00031905	9.18137
325	0.000315589	9.17417
326	0.0003075	9.15927
327	0.000291648	9.14092
328	0.000261941	9.13409
329	0.000252731	9.11193
330	0.00023505	9.084
331	0.000202099	9.06742
332	0.000191755	9.0311
333	0.000172095	8.98191
334	0.000166215	8.9477
335	0.000154502	8.89167
336	0.000151387	8.8674
337	0.000144408	8.82167
338	0.000130399	8.75158
339	0.00010292	8.66849
340	4.89622e-05	8.75651
341	3.03061e-05	8.65081
342	2.39371e-05	8.51854
343	2.19544e-05	8.45247
344	1.7162e-05	8.37799
345	1.57346e-05	8.34121
346	1.18591e-05	8.3782
347	1.08263e-05	8.37232
348	1.16771e-05	8.24572
349	1.10266e-05	8.2318
350	1.26766e-05	8.0129
351	1.2504e-05	7.96216
352	1.52968e-05	7.66636
353	2.46011e-05	7.0076
354	5.16324e-05	6.13161
355	0.00012834	5.28365
356	0.00016754	5.24082
357	0.000187243	5.26347
358	0.000196673	5.28371
359	0.000224183	5.28161
360	0.000299856	5.13133
361	0.000505309	4.70745
362	0.000606138	4.67539
363	0.000655097	4.6943
364	0.000678352	4.71457
365	0.000740917	4.7214
366	0.000770429	4.7395
367	0.000783711	4.75156
368	0.000819922	4.7672
369	0.000913376	4.74901
370	0.00115175	4.60725
371	0.00126129	4.60111
372	0.00131107	4.61604
373	0.00133319	4.62886
374	0.00138927	4.64401
375	0.00152839	4.63675
376	0.00159011	4.65366
377	0.0017418	4.65571
378	0.00211235	4.59185
379	0.00227555	4.61322
380	0.00267287	4.6056
381	0.00284795	4.64372
382	0.00292478	4.67629
383	0.00295821	4.69706
384	0.00297223	4.70799
385	0.00297707	4.71163
386	0.0029767	4.70917
387	0.00297181	4.7
388	0.00297344	4.7015
389	0.0029831	4.71523
390	0.00301255	4.75533
391	0.0030987	4.85886
392	0.00314348	4.91729
393	0.00316679	4.95002
394	0.00323862	5.03663
395	0.00327725	5.08576
396	0.00339628	5.20918
397	0.00346132	5.27915
398	0.00349661	5.31909
399	0.00351527	5.34132
400	0.00352418	5.35242
401	0.0035265	5.35557
402	0.00352277	5.35152
403	0.00351086	5.33881
404	0.00351149	5.3404
405	0.00350496	5.33444
406	0.00348741	5.31902
407	0.00344927	5.28984
408	0.00336971	5.23983
409	0.00334167	5.22028
410	0.00328079	5.18594
411	0.00315147	5.13226
412	0.00287727	5.06002
413	0.00229487	5.00491
414	0.00105464	5.40478
415	0.00057385	5.69935
416	0.000387537	5.82423
417	0.000315437	5.82391
418	0.000159735	6.32557
419	9.94101e-05	6.68552
420	7.60947e-05	6.84484
421	6.71159e-05	6.87623
422	4.77077e-05	7.1608
423	4.02337e-05	7.25137
424	3.73972e-05	7.25967
425	3.12498e-05	7.3538
426	2.89386e-05	7.36117
427	2.82596e-05	7.37375
428	2.87578e-05	7.46202
429	2.84055e-05	7.49269
430	2.69916e-05	7.49451
431	2.37596e-05	7.50629
432	1.70071e-05	7.68172
433	1.45929e-05	7.71093
434	1.39068e-05	7.73702
435	1.21403e-05	7.75579
436	8.39841e-06	7.91982
437	7.13771e-06	7.95766
438	4.43792e-06	8.20723
439	3.54678e-06	8.29503
440	1.62035e-06	8.95616
441	9.82181e-07	9.48417
442	8.3742e-07	9.67889
443	1.00299e-06	9.55934
444	9.06647e-07	9.55035
445	1.09438e-06	9.33066
446	1.70581e-06	8.8777
447	3.29401e-06	8.28196
448	3.94997e-06	8.20728
449	5.68569e-06	8.00472
450	1.00732e-05	7.63754
451	2.11938e-05	7.21436
452	2.60564e-05	7.22595
453	2.80742e-05	7.24981
454	2.87196e-05	7.24308
455	3.09842e-05	7.28618
456	3.71009e-05	7.37115
457	5.3386e-05	7.47023
458	9.68333e-05	7.50456
459	0.000213259	7.41573
460	0.000269039	7.53408
461	0.000295941	7.6291
462	0.000308843	7.6904
463	0.00031472	7.72424
464	0.000334067	7.81569
465	0.000392303	7.97617
466	0.00042266	8.07172
467	0.00043835	8.12861
468	0.00044609	8.16012
469	0.000449174	8.17363
470	0.000462739	8.2211
471	0.000505811	8.30895
472	0.000528829	8.36363
473	0.000540773	8.39622
474	0.000546335	8.41291
475	0.000547716	8.41685
476	0.000545468	8.40863
477	0.000538691	8.38626
478	0.000524678	8.34463
479	0.000497848	8.27426
480	0.000447494	8.15705
481	0.000353331	7.94687
482	0.000322314	7.80126
483	0.000262935	7.52293
484	0.000243135	7.36797
485	0.000236817	7.30746
486	0.000223411	7.19729
487	0.000219177	7.16081
488	0.000209378	7.09293
489	0.000187841	6.98942
490	0.000140829	6.88102
491	0.000122939	6.80734
492	8.27118e-05	6.83664
493	6.69704e-05	6.82816
494	6.08049e-05	6.81099
495	5.84204e-05	6.79945
496	5.77232e-05	6.8089
497	5.55144e-05	6.80377
498	5.01974e-05	6.81504
499	3.80568e-05	6.98857
500	3.32223e-05	7.03475
501	3.1361e-05	7.03852
502	2.7041e-05	7.09022
503	2.54177e-05	7.09677
504	2.16545e-05	7.14997
505	2.02897e-05	7.16035
506	1.71015e-05	7.21154
507	1.01693e-05	7.68356
508	7.5282e-06	7.91588
509	6.55618e-06	7.98805
510	4.40759e-06	8.36643
511	3.60915e-06	8.50922
512	3.35201e-06	8.56481
513	3.46731e-06	8.7321
514	4.30127e-06	9.16995
515	4.59135e-06	9.33131
516	4.48581e-06	9.38579
517	3.94558e-06	9.39844
518	4.01176e-06	9.49552
519	3.68986e-06	9.52397
520	3.94759e-06	9.65987
521	3.81795e-06	9.71067
522	3.23697e-06	9.72919
523	1.93707e-06	9.85287
524	1.59239e-06	9.89755
525	7.72291e-07	10.1
526	5.5693e-07	10.2039
527	5.44402e-07	10.2514
528	6.80593e-07	10.2344
529	6.68145e-07	10.1766
530	8.12836e-07	10.0869
531	8.03249e-07	9.97199
532	9.45874e-07	9.82838
533	1.3613e-06	9.496
534	2.51477e-06	9.00411
535	2.99453e-06	8.92464
536	4.43e-06	8.76672
537	5.02273e-06	8.73688
538	6.85775e-06	8.68891
539	1.21666e-05	8.56357
540	2.73226e-05	8.35152
541	3.45562e-05	8.41298
542	3.78924e-05	8.46702
543	3.92334e-05	8.49122
544	3.93913e-05	8.48098
545	4.15169e-05	8.53805
546	4.22199e-05	8.55481
547	4.19367e-05	8.53265
548	4.06155e-05	8.46202
549	3.77391e-05	8.31261
550	3.71138e-05	8.26728
551	3.54715e-05	8.15569
552	3.53226e-05	8.14014
553	3.44499e-05	8.06969
554	3.24943e-05	7.91153
555	3.21056e-05	7.87217
556	3.25766e-05	7.91426
557	3.25201e-05	7.90733
558	3.19134e-05	7.84693
559	3.21346e-05	7.86858
560	3.18855e-05	7.84331
561	3.10187e-05	7.75683
562	3.10131e-05	7.75784
563	3.05336e-05	7.71076
564	2.92733e-05	7.5898
565	2.90122e-05	7.56731
566	2.81714e-05	7.49187
567	2.80254e-05	7.48618
568	2.73995e-05	7.44084
569	2.73267e-05	7.44757
570	2.78125e-05	7.51825
571	2.78353e-05	7.5392
572	2.73544e-05	7.52362
573	2.59965e-05	7.47231
574	2.561e-05	7.46936
575	2.44274e-05	7.43762
576	2.41338e-05	7.44732
577	2.45951e-05	7.53094
578	2.44408e-05	7.55842
579	2.35083e-05	7.55295
580	2.11594e-05	7.54225
581	1.58678e-05	7.63891
582	1.38743e-05	7.65589
583	1.31817e-05	7.66355
584	1.14927e-05	7.68776
585	1.09248e-05	7.70143
586	9.51692e-06	7.72529
587	9.07029e-06	7.74543
588	9.222e-06	7.85979
589	8.91483e-06	7.89539
590	9.31221e-06	8.06421
591	9.18915e-06	8.12782
592	8.46281e-06	8.14098
593	6.74363e-06	8.16615
594	3.14383e-06	8.63069
595	1.89942e-06	8.9537
596	1.48597e-06	9.10527
597	1.41204e-06	9.2531
598	1.09735e-06	9.3919
599	1.06957e-06	9.57213
600	8.34508e-07	9.69667
601	8.49983e-07	9.90908
602	6.79057e-07	10.019
603	7.37476e-07	10.2377
604	6.2053e-07	10.3282
605	2.67504e-07	10.5677
606	1.79043e-07	10.7463
607	2.0183e-07	10.9873
608	1.18023e-07	11.1516
609	1.3293e-07	11.337
610	3.11031e-07	11.3832
611	3.30845e-07	11.4216
612	2.0901e-07	11.5351
613	2.45189e-07	11.5302
614	5.10875e-07	11.3348
615	5.75163e-07	11.3198
616	4.67535e-07	11.3098
617	1.27067e-07	11.6123
618	5.05764e-08	11.6763
619	6.51571e-08	11.5836
620	2.00744e-07	11.3872
621	2.06675e-07	11.3556
622	3.87839e-07	11.2279
623	4.06607e-07	11.1854
624	2.70129e-07	11.0637
625	3.03675e-07	10.9663
626	2.05762e-07	10.6221
627	2.36187e-07	10.4451
628	3.99554e-07	10.2503
629	4.24072e-07	10.0738
630	6.12101e-07	9.87756
631	6.41505e-07	9.69536
632	8.56922e-07	9.47457
633	1.48725e-06	9.03042
634	3.29138e-06	8.46964
635	4.12611e-06	8.41347
636	6.5787e-06	8.21365
637	7.71758e-06	8.19508
638	1.10492e-05	8.06857
639	1.26152e-05	8.06433
640	1.32264e-05	8.04766
641	1.32043e-05	7.97602
642	1.41152e-05	7.97204
643	1.4348e-05	7.93382
644	1.55977e-05	7.92666
645	1.91445e-05	7.83322
646	2.08279e-05	7.82117
647	2.55801e-05	7.71096
648	2.78593e-05	7.69425
649	3.42831e-05	7.57101
650	5.21357e-05	7.21114
651	0.000101785	6.62583
652	0.000126359	6.57956
653	0.000138402	6.59205
654	0.000144114	6.60567
655	0.00014647	6.60616
656	0.000154481	6.62193
657	0.000158106	6.62997
658	0.000169165	6.6461
659	0.000200245	6.62086
660	0.000215393	6.63863
661	0.000222577	6.65586
662	0.000225652	6.6621
663	0.000226333	6.65297
664	0.000230818	6.66898
665	0.000232474	6.67097
666	0.000232285	6.65596
667	0.000230295	6.61689
668	0.000230942	6.61378
669	0.000234601	6.63608
670	0.000235982	6.64291
671	0.000235895	6.63409
672	0.000238054	6.65096
673	0.000238612	6.65249
674	0.000237893	6.63755
675	0.000239053	6.64841
676	0.000238958	6.64438
677	0.000240797	6.66495
678	0.000241221	6.66978
679	0.000240383	6.65938
680	0.000241347	6.67283
681	0.000241017	6.67151
682	0.000239048	6.65443
683	0.000234072	6.61621
684	0.000222807	6.54788
685	0.000218794	6.52201
686	0.00021763	6.51723
687	0.000214259	6.50073
688	0.00020632	6.47306
689	0.000203434	6.46143
690	0.000196587	6.44282
691	0.000194108	6.43394
692	0.00019371	6.43762
693	0.000191643	6.4314
694	0.000186527	6.41928
695	0.000184926	6.41598
696	0.00018559	6.43236
697	0.000189958	6.49085
698	0.000191663	6.51884
699	0.000198972	6.60213
700	0.000222086	6.77648
701	0.000234112	6.87053
702	0.00023999	6.92125
703	0.000242129	6.94493
704	0.000241339	6.94982
705	0.000237088	6.94104
706	0.000227185	6.9256
707	0.000206705	6.92466
708	0.000199962	6.91423
709	0.000185591	6.90988
710	0.0001567	6.96854
711	0.000146853	6.96541
712	0.000126883	7.00878
713	8.75518e-05	7.32413
714	7.39918e-05	7.41787
715	6.97792e-05	7.43189
716	6.07544e-05	7.50184
717	5.8279e-05	7.51152
718	5.91721e-05	7.51853
719	6.4361e-05	7.51977
720	6.6314e-05	7.52899
721	6.61339e-05	7.53027
722	6.38784e-05	7.52297
723	5.86409e-05	7.5174
724	5.75514e-05	7.50902
725	5.89661e-05	7.51523
726	5.87096e-05	7.50994
727	5.67951e-05	7.4891
728	5.71683e-05	7.48831
729	5.99799e-05	7.49986
730	6.08686e-05	7.50402
731	6.44947e-05	7.52001
732	6.58702e-05	7.52978
733	6.58602e-05	7.5233
734	6.45407e-05	7.4952
735	6.12794e-05	7.43915
736	6.04912e-05	7.41895
737	6.10228e-05	7.41973
738	6.32853e-05	7.43223
739	6.40174e-05	7.43611
740	6.67045e-05	7.45661
741	7.42603e-05	7.49655
742	7.75436e-05	7.52842
743	7.87524e-05	7.5423
744	7.87544e-05	7.53759
745	8.04256e-05	7.56734
746	8.59127e-05	7.6593
747	0.000102142	7.85005
748	0.000109919	7.95575
749	0.000113485	8.01249
750	0.0001148	8.03712
751	0.000120424	8.12596
752	0.000122933	8.17063
753	0.000131959	8.29257
754	0.000136354	8.35714
755	0.000138139	8.38751
756	0.000138146	8.39431
757	0.0001364	8.38163
758	0.000132141	8.34954
759	0.000131613	8.35135
760	0.000129202	8.334
761	0.000123838	8.29715
762	0.000113169	8.23985
763	9.25687e-05	8.16799
764	8.58843e-05	8.10489
765	8.39942e-05	8.08316
766	7.98094e-05	8.03505
767	7.88565e-05	8.02907
768	7.62556e-05	7.99867
769	7.06976e-05	7.941
770	5.93947e-05	7.85367
771	5.56662e-05	7.80098
772	5.46409e-05	7.79147
773	5.20379e-05	7.75756
774	4.63292e-05	7.70379
775	4.44309e-05	7.68116
776	4.0098e-05	7.64557
777	3.86519e-05	7.6334
778	3.5208e-05	7.61386
779	3.40795e-05	7.61161
780	3.12449e-05	7.60445
781	2.48519e-05	7.67264
782	2.24625e-05	7.68019
783	1.70658e-05	7.81609
784	1.5013e-05	7.84644
785	1.04127e-05	8.12158
786	8.62844e-06	8.21498
787	7.95072e-06	8.22748
788	7.81871e-06	8.27051
789	7.23703e-06	8.27775
790	7.21497e-06	8.35099
791	6.75283e-06	8.36681
792	5.58413e-06	8.39428
793	5.24568e-06	8.42769
794	4.32058e-06	8.45797
795	4.09338e-06	8.51548
796	3.3789e-06	8.55251
797	1.77926e-06	8.88824
798	1.22586e-06	9.07089
799	1.06171e-06	9.18193
800	1.13751e-06	9.45009
801	1.01143e-06	9.55087
802	6.21289e-07	9.70446
803	5.28503e-07	9.83991
804	2.32019e-07	10.1481
805	1.44066e-07	10.385
806	1.36032e-07	10.6575
807	2.49967e-07	11.1045
808	2.32457e-07	11.2077
809	3.96102e-07	11.3007
810	3.94566e-07	11.3409
811	2.33851e-07	11.4625
812	2.53569e-07	11.4863
813	1.36292e-07	11.5971
814	1.63253e-07	11.5825
815	7.28366e-08	11.6889
816	9.13235e-08	11.6207
817	1.30152e-08	11.8377
818	2.61204e-09	11.9866
819	1.05278e-08	11.8906
820	7.05948e-08	11.6433
821	4.5783e-08	11.7669
822	9.62279e-08	11.6539
823	5.38185e-08	11.755
824	9.49062e-08	11.654
825	4.18798e-08	11.7442
826	6.90225e-08	11.6776
827	2.44023e-07	11.4462
828	2.68233e-07	11.4505
829	1.60419e-07	11.5043
830	1.91532e-07	11.4791
831	1.04288e-07	11.4365
832	1.32698e-07	11.4195
833	3.35569e-07	11.3241
834	3.70999e-07	11.3232
835	2.60326e-07	11.2912
836	3.12126e-07	11.2784
837	6.04581e-07	11.1579
838	6.83562e-07	11.1472
839	5.87698e-07	11.1025
840	2.60607e-07	10.949
841	1.93974e-07	10.7057
842	2.19932e-07	10.7126
843	3.76973e-07	10.8437
844	3.91127e-07	10.8162
845	5.85628e-07	10.862
846	6.07821e-07	10.8392
847	4.72722e-07	10.6723
848	5.02349e-07	10.6496
849	4.0144e-07	10.4045
850	4.17101e-07	10.3574
851	5.33823e-07	10.4034
852	5.28765e-07	10.3231
853	6.41456e-07	10.3498
854	6.23476e-07	10.2519
855	7.43591e-07	10.2986
856	1.26355e-06	10.473
857	1.43538e-06	10.5138
858	2.26211e-06	10.6289
859	5.16977e-06	10.5681
860	6.55962e-06	10.6195
861	7.11428e-06	10.6525
862	7.12588e-06	10.6593
863	6.63207e-06	10.6462
864	6.95189e-06	10.6695
865	6.7802e-06	10.6642
866	6.05698e-06	10.637
867	6.17258e-06	10.6474
868	5.82826e-06	10.6229
869	6.24358e-06	10.6489
870	6.19505e-06	10.642
871	6.99512e-06	10.6669
872	7.22922e-06	10.6744
873	6.98352e-06	10.6521
874	6.12666e-06	10.5912
875	4.25405e-06	10.4692
876	3.81052e-06	10.3786
877	2.73286e-06	10.1172
878	2.51011e-06	10.0091
879	1.88499e-06	9.63733
880	1.75652e-06	9.5178
881	1.78601e-06	9.54955
882	2.02879e-06	9.73625
883	2.95239e-06	10.0605
884	3.3444e-06	10.1692
885	3.40478e-06	10.1891
886	4.05929e-06	10.295
887	4.26503e-06	10.3299
888	4.1187e-06	10.3118
889	3.54379e-06	10.2456
890	2.24556e-06	10.1379
891	1.86655e-06	10.0233
892	1.83482e-06	10.031
893	2.09688e-06	10.1615
894	2.11422e-06	10.1922
895	1.87876e-06	10.152
896	1.2414e-06	10.0479
897	1.06474e-06	9.99259
898	1.03608e-06	10.0014
899	1.10299e-06	10.0743
900	1.0516e-06	10.0483
901	1.10537e-06	10.0993
902	1.03957e-06	10.0443
903	1.0825e-06	10.0869
904	1.37663e-06	10.3152
905	1.43669e-06	10.3587
906	1.91955e-06	10.5685
907	3.7807e-06	10.7115
908	4.63524e-06	10.7846
909	4.91543e-06	10.8176
910	4.78332e-06	10.8224
911	4.20215e-06	10.8199
912	4.29205e-06	10.8388
913	5.29079e-06	10.8756
914	5.65438e-06	10.898
915	5.55614e-06	10.8995
916	4.95734e-06	10.8901
917	5.12507e-06	10.9007
918	4.85751e-06	10.8897
919	5.31844e-06	10.9023
920	5.3198e-06	10.8999
921	4.84723e-06	10.8783
922	3.66881e-06	10.8589
923	3.48058e-06	10.8368
924	2.81795e-06	10.7784
925	1.34107e-06	10.6865
926	9.68991e-07	10.5041
927	9.47922e-07	10.5069
928	7.22085e-07	10.312
929	7.29031e-07	10.3588
930	5.74276e-07	10.1836
931	5.88785e-07	10.2661
932	8.09691e-07	10.5556
933	8.40483e-07	10.6189
934	6.89699e-07	10.5734
935	7.50197e-07	10.6539
936	6.37518e-07	10.6358
937	2.70449e-07	10.5816
938	1.68956e-07	10.4839
939	1.43295e-07	10.4692
940	1.48992e-07	10.5865
941	2.44383e-07	10.9804
942	6.70319e-07	11.1227
943	8.17538e-07	11.1725
944	7.68069e-07	11.1884
945	5.05915e-07	11.2574
946	5.01728e-07	11.2685
947	7.64282e-07	11.2291
948	8.08353e-07	11.2253
949	6.49334e-07	11.2122
950	2.01484e-07	11.4674
951	9.71803e-08	11.5181
952	1.1204e-07	11.5075
953	2.43767e-08	11.5814
954	1.33222e-08	11.6181
955	4.16419e-08	11.6999
956	1.87201e-07	11.4482
957	2.02951e-07	11.4657
958	9.9911e-08	11.6132
959	1.09905e-07	11.5673
960	1.81144e-08	11.8454
961	2.44844e-09	11.9997
